date;city;confirmed;deaths
13/08/2020;Tanguá;663;39
12/08/2020;Tanguá;659;38
11/08/2020;Tanguá;650;38
10/08/2020;Tanguá;645;37
09/08/2020;Tanguá;638;37
08/08/2020;Tanguá;638;37
07/08/2020;Tanguá;622;37
06/08/2020;Tanguá;620;37
05/08/2020;Tanguá;618;37
04/08/2020;Tanguá;610;36
03/08/2020;Tanguá;610;36
02/08/2020;Tanguá;607;36
01/08/2020;Tanguá;607;36
31/07/2020;Tanguá;600;36
30/07/2020;Tanguá;591;36
29/07/2020;Tanguá;591;36
28/07/2020;Tanguá;578;36
27/07/2020;Tanguá;562;34
26/07/2020;Tanguá;559;34
25/07/2020;Tanguá;559;34
24/07/2020;Tanguá;539;34
23/07/2020;Tanguá;532;34
22/07/2020;Tanguá;522;34
21/07/2020;Tanguá;499;33
20/07/2020;Tanguá;442;33
19/07/2020;Tanguá;431;32
17/07/2020;Tanguá;435;32
16/07/2020;Tanguá;426;32
15/07/2020;Tanguá;426;32
14/07/2020;Tanguá;418;32
13/07/2020;Tanguá;418;32
12/07/2020;Tanguá;405;32
11/07/2020;Tanguá;405;32
10/07/2020;Tanguá;405;32
09/07/2020;Tanguá;405;32
08/07/2020;Tanguá;404;32
07/07/2020;Tanguá;395;31
06/07/2020;Tanguá;389;30
05/07/2020;Tanguá;385;31
04/07/2020;Tanguá;383;30
03/07/2020;Tanguá;378;29
02/07/2020;Tanguá;377;29
01/07/2020;Tanguá;370;29
30/06/2020;Tanguá;356;30
29/06/2020;Tanguá;355;29
28/06/2020;Tanguá;355;29
27/06/2020;Tanguá;354;29
26/06/2020;Tanguá;352;28
25/06/2020;Tanguá;346;29
24/06/2020;Tanguá;330;28
23/06/2020;Tanguá;321;27
22/06/2020;Tanguá;299;26
21/06/2020;Tanguá;296;26
20/06/2020;Tanguá;290;25
19/06/2020;Tanguá;279;23
18/06/2020;Tanguá;261;23
17/06/2020;Tanguá;261;23
16/06/2020;Tanguá;240;23
15/06/2020;Tanguá;241;21
14/06/2020;Tanguá;235;21
13/06/2020;Tanguá;233;21
12/06/2020;Tanguá;238;21
11/06/2020;Tanguá;215;21
10/06/2020;Tanguá;208;18
09/06/2020;Tanguá;201;18
08/06/2020;Tanguá;171;18
07/06/2020;Tanguá;175;18
06/06/2020;Tanguá;167;19
05/06/2020;Tanguá;157;19
04/06/2020;Tanguá;152;19
03/06/2020;Tanguá;142;18
02/06/2020;Tanguá;137;18
01/06/2020;Tanguá;106;17
31/05/2020;Tanguá;106;16
30/05/2020;Tanguá;105;16
29/05/2020;Tanguá;80;15
28/05/2020;Tanguá;78;14
27/05/2020;Tanguá;54;13
26/05/2020;Tanguá;54;13
25/05/2020;Tanguá;54;13
24/05/2020;Tanguá;47;13
23/05/2020;Tanguá;47;13
22/05/2020;Tanguá;46;12
21/05/2020;Tanguá;46;12
20/05/2020;Tanguá;45;11
19/05/2020;Tanguá;44;10
18/05/2020;Tanguá;42;8
17/05/2020;Tanguá;43;8
16/05/2020;Tanguá;43;8
15/05/2020;Tanguá;35;7
14/05/2020;Tanguá;35;7
13/05/2020;Tanguá;30;6
12/05/2020;Tanguá;30;6
11/05/2020;Tanguá;27;6
10/05/2020;Tanguá;24;6
09/05/2020;Tanguá;21;6
08/05/2020;Tanguá;18;6
07/05/2020;Tanguá;19;6
06/05/2020;Tanguá;16;6
05/05/2020;Tanguá;16;6
04/05/2020;Tanguá;16;6
03/05/2020;Tanguá;16;6
02/05/2020;Tanguá;15;6
01/05/2020;Tanguá;15;6
30/04/2020;Tanguá;14;6
29/04/2020;Tanguá;14;6
28/04/2020;Tanguá;14;6
27/04/2020;Tanguá;11;6
26/04/2020;Tanguá;11;6
25/04/2020;Tanguá;11;6
24/04/2020;Tanguá;11;6
23/04/2020;Tanguá;11;6
22/04/2020;Tanguá;9;6
21/04/2020;Tanguá;8;4
20/04/2020;Tanguá;6;4
19/04/2020;Tanguá;5;3
18/04/2020;Tanguá;5;3
17/04/2020;Tanguá;5;3
16/04/2020;Tanguá;5;2
15/04/2020;Tanguá;5;2
14/04/2020;Tanguá;5;1
13/04/2020;Tanguá;4;1
12/04/2020;Tanguá;3;1
11/04/2020;Tanguá;2;1
10/04/2020;Tanguá;2;1
09/04/2020;Tanguá;1;0
08/04/2020;Tanguá;1;0
07/04/2020;Tanguá;1;0
06/04/2020;Tanguá;1;0
05/04/2020;Tanguá;1;0
29/10/2020;Teresópolis;7404;167
28/10/2020;Teresópolis;7299;165
27/10/2020;Teresópolis;7239;165
26/10/2020;Teresópolis;7097;164
25/10/2020;Teresópolis;7051;164
24/10/2020;Teresópolis;7051;164
23/10/2020;Teresópolis;6937;164
22/10/2020;Teresópolis;6867;163
21/10/2020;Teresópolis;6852;162
20/10/2020;Teresópolis;6831;163
19/10/2020;Teresópolis;6785;159
18/10/2020;Teresópolis;6785;159
17/10/2020;Teresópolis;6726;159
16/10/2020;Teresópolis;6726;159
15/10/2020;Teresópolis;6693;158
14/10/2020;Teresópolis;6549;156
13/10/2020;Teresópolis;6459;156
12/10/2020;Teresópolis;6459;156
11/10/2020;Teresópolis;6458;156
10/10/2020;Teresópolis;6455;155
09/10/2020;Teresópolis;6416;148
08/10/2020;Teresópolis;6303;148
07/10/2020;Teresópolis;6244;148
06/10/2020;Teresópolis;6184;148
05/10/2020;Teresópolis;6160;148
03/10/2020;Teresópolis;6160;148
02/10/2020;Teresópolis;6027;146
01/10/2020;Teresópolis;5988;145
30/09/2020;Teresópolis;5914;145
29/09/2020;Teresópolis;5880;144
28/09/2020;Teresópolis;5726;143
27/09/2020;Teresópolis;5726;143
26/09/2020;Teresópolis;5726;143
25/09/2020;Teresópolis;5722;139
24/09/2020;Teresópolis;5631;139
22/09/2020;Teresópolis;5458;139
21/09/2020;Teresópolis;5407;139
20/09/2020;Teresópolis;5407;139
19/09/2020;Teresópolis;5401;136
18/09/2020;Teresópolis;5307;135
17/09/2020;Teresópolis;5134;135
16/09/2020;Teresópolis;5134;135
15/09/2020;Teresópolis;5111;129
14/09/2020;Teresópolis;5065;129
13/09/2020;Teresópolis;5063;129
12/09/2020;Teresópolis;5010;129
11/09/2020;Teresópolis;5007;126
10/09/2020;Teresópolis;4453;123
09/09/2020;Teresópolis;4448;122
08/09/2020;Teresópolis;4445;121
07/09/2020;Teresópolis;4444;121
06/09/2020;Teresópolis;4441;121
05/09/2020;Teresópolis;4441;121
04/09/2020;Teresópolis;4439;119
03/09/2020;Teresópolis;4369;118
02/09/2020;Teresópolis;4306;116
01/09/2020;Teresópolis;4242;115
31/08/2020;Teresópolis;4018;112
30/08/2020;Teresópolis;4014;112
29/08/2020;Teresópolis;4014;112
27/08/2020;Teresópolis;3763;110
26/08/2020;Teresópolis;3654;109
25/08/2020;Teresópolis;3574;107
24/08/2020;Teresópolis;3466;103
23/08/2020;Teresópolis;3466;103
22/08/2020;Teresópolis;3465;103
21/08/2020;Teresópolis;3412;102
20/08/2020;Teresópolis;3404;98
19/08/2020;Teresópolis;3308;98
18/08/2020;Teresópolis;3261;98
17/08/2020;Teresópolis;3150;97
16/08/2020;Teresópolis;3148;97
15/08/2020;Teresópolis;3080;97
14/08/2020;Teresópolis;3080;97
13/08/2020;Teresópolis;3078;95
12/08/2020;Teresópolis;3037;95
11/08/2020;Teresópolis;2967;94
10/08/2020;Teresópolis;2941;94
09/08/2020;Teresópolis;2885;94
08/08/2020;Teresópolis;2885;94
07/08/2020;Teresópolis;2815;90
06/08/2020;Teresópolis;2757;89
05/08/2020;Teresópolis;2736;89
04/08/2020;Teresópolis;2508;89
03/08/2020;Teresópolis;2500;88
02/08/2020;Teresópolis;2473;88
01/08/2020;Teresópolis;2473;88
31/07/2020;Teresópolis;2444;85
30/07/2020;Teresópolis;2398;79
29/07/2020;Teresópolis;2330;79
28/07/2020;Teresópolis;2251;79
27/07/2020;Teresópolis;2137;78
26/07/2020;Teresópolis;2068;78
25/07/2020;Teresópolis;2068;78
24/07/2020;Teresópolis;2062;77
23/07/2020;Teresópolis;1917;76
22/07/2020;Teresópolis;1811;74
21/07/2020;Teresópolis;1623;73
20/07/2020;Teresópolis;1330;73
19/07/2020;Teresópolis;1312;73
17/07/2020;Teresópolis;1303;65
16/07/2020;Teresópolis;1318;65
15/07/2020;Teresópolis;1318;65
14/07/2020;Teresópolis;1262;61
13/07/2020;Teresópolis;1250;58
12/07/2020;Teresópolis;1197;58
11/07/2020;Teresópolis;1197;58
10/07/2020;Teresópolis;1196;57
09/07/2020;Teresópolis;1177;53
08/07/2020;Teresópolis;1153;50
07/07/2020;Teresópolis;1120;50
06/07/2020;Teresópolis;1117;50
05/07/2020;Teresópolis;1117;50
04/07/2020;Teresópolis;1112;50
03/07/2020;Teresópolis;1076;50
02/07/2020;Teresópolis;1060;49
01/07/2020;Teresópolis;1043;49
30/06/2020;Teresópolis;986;47
29/06/2020;Teresópolis;983;45
28/06/2020;Teresópolis;983;45
27/06/2020;Teresópolis;973;45
26/06/2020;Teresópolis;973;44
25/06/2020;Teresópolis;927;44
24/06/2020;Teresópolis;877;43
23/06/2020;Teresópolis;844;43
22/06/2020;Teresópolis;812;42
21/06/2020;Teresópolis;806;42
20/06/2020;Teresópolis;804;42
19/06/2020;Teresópolis;804;42
18/06/2020;Teresópolis;753;42
17/06/2020;Teresópolis;753;41
16/06/2020;Teresópolis;724;39
15/06/2020;Teresópolis;750;39
14/06/2020;Teresópolis;720;39
13/06/2020;Teresópolis;727;39
12/06/2020;Teresópolis;766;39
11/06/2020;Teresópolis;779;39
10/06/2020;Teresópolis;810;40
09/06/2020;Teresópolis;750;36
08/06/2020;Teresópolis;712;36
07/06/2020;Teresópolis;680;36
06/06/2020;Teresópolis;613;36
05/06/2020;Teresópolis;607;37
04/06/2020;Teresópolis;603;35
03/06/2020;Teresópolis;574;35
02/06/2020;Teresópolis;548;30
01/06/2020;Teresópolis;524;28
31/05/2020;Teresópolis;525;28
30/05/2020;Teresópolis;524;28
29/05/2020;Teresópolis;452;26
28/05/2020;Teresópolis;433;25
27/05/2020;Teresópolis;422;25
26/05/2020;Teresópolis;419;22
25/05/2020;Teresópolis;414;22
24/05/2020;Teresópolis;406;22
23/05/2020;Teresópolis;238;22
22/05/2020;Teresópolis;235;19
21/05/2020;Teresópolis;235;19
20/05/2020;Teresópolis;232;16
19/05/2020;Teresópolis;229;13
18/05/2020;Teresópolis;229;13
17/05/2020;Teresópolis;188;13
16/05/2020;Teresópolis;188;13
15/05/2020;Teresópolis;112;12
14/05/2020;Teresópolis;112;12
13/05/2020;Teresópolis;104;10
12/05/2020;Teresópolis;104;10
11/05/2020;Teresópolis;99;8
10/05/2020;Teresópolis;80;8
09/05/2020;Teresópolis;79;7
08/05/2020;Teresópolis;77;7
07/05/2020;Teresópolis;68;7
06/05/2020;Teresópolis;68;7
05/05/2020;Teresópolis;61;5
04/05/2020;Teresópolis;60;4
03/05/2020;Teresópolis;60;4
02/05/2020;Teresópolis;52;4
01/05/2020;Teresópolis;48;4
30/04/2020;Teresópolis;44;1
29/04/2020;Teresópolis;41;1
28/04/2020;Teresópolis;41;1
27/04/2020;Teresópolis;36;1
26/04/2020;Teresópolis;36;1
25/04/2020;Teresópolis;32;1
24/04/2020;Teresópolis;32;1
23/04/2020;Teresópolis;31;1
22/04/2020;Teresópolis;24;1
21/04/2020;Teresópolis;21;1
20/04/2020;Teresópolis;21;1
19/04/2020;Teresópolis;17;1
18/04/2020;Teresópolis;16;1
17/04/2020;Teresópolis;16;1
16/04/2020;Teresópolis;14;0
15/04/2020;Teresópolis;14;0
14/04/2020;Teresópolis;11;0
13/04/2020;Teresópolis;9;0
12/04/2020;Teresópolis;8;0
11/04/2020;Teresópolis;8;0
10/04/2020;Teresópolis;8;0
09/04/2020;Teresópolis;7;0
08/04/2020;Teresópolis;7;0
07/04/2020;Teresópolis;7;0
06/04/2020;Teresópolis;7;0
05/04/2020;Teresópolis;7;0
04/04/2020;Teresópolis;4;0
03/04/2020;Teresópolis;1;0
02/04/2020;Teresópolis;1;0
01/04/2020;Teresópolis;1;0
31/03/2020;Teresópolis;1;0
30/03/2020;Teresópolis;1;0
29/10/2020;Trajano de Moraes;68;0
28/10/2020;Trajano de Moraes;67;0
27/10/2020;Trajano de Moraes;67;0
26/10/2020;Trajano de Moraes;66;0
25/10/2020;Trajano de Moraes;66;0
24/10/2020;Trajano de Moraes;66;0
23/10/2020;Trajano de Moraes;66;0
22/10/2020;Trajano de Moraes;66;0
21/10/2020;Trajano de Moraes;66;0
20/10/2020;Trajano de Moraes;64;0
19/10/2020;Trajano de Moraes;63;0
18/10/2020;Trajano de Moraes;63;0
17/10/2020;Trajano de Moraes;63;0
16/10/2020;Trajano de Moraes;63;0
15/10/2020;Trajano de Moraes;62;0
14/10/2020;Trajano de Moraes;62;0
13/10/2020;Trajano de Moraes;62;0
12/10/2020;Trajano de Moraes;62;0
11/10/2020;Trajano de Moraes;62;0
10/10/2020;Trajano de Moraes;62;0
09/10/2020;Trajano de Moraes;61;0
08/10/2020;Trajano de Moraes;63;0
07/10/2020;Trajano de Moraes;63;0
06/10/2020;Trajano de Moraes;63;0
05/10/2020;Trajano de Moraes;62;0
03/10/2020;Trajano de Moraes;62;0
02/10/2020;Trajano de Moraes;61;0
01/10/2020;Trajano de Moraes;60;0
30/09/2020;Trajano de Moraes;57;0
29/09/2020;Trajano de Moraes;57;0
28/09/2020;Trajano de Moraes;57;0
27/09/2020;Trajano de Moraes;57;0
26/09/2020;Trajano de Moraes;57;0
25/09/2020;Trajano de Moraes;57;0
24/09/2020;Trajano de Moraes;57;0
22/09/2020;Trajano de Moraes;57;0
21/09/2020;Trajano de Moraes;57;0
20/09/2020;Trajano de Moraes;57;0
19/09/2020;Trajano de Moraes;56;0
18/09/2020;Trajano de Moraes;56;0
17/09/2020;Trajano de Moraes;56;0
16/09/2020;Trajano de Moraes;56;0
15/09/2020;Trajano de Moraes;56;0
14/09/2020;Trajano de Moraes;56;0
13/09/2020;Trajano de Moraes;56;0
12/09/2020;Trajano de Moraes;56;0
11/09/2020;Trajano de Moraes;56;0
10/09/2020;Trajano de Moraes;55;0
09/09/2020;Trajano de Moraes;55;0
08/09/2020;Trajano de Moraes;55;0
07/09/2020;Trajano de Moraes;55;0
06/09/2020;Trajano de Moraes;56;0
05/09/2020;Trajano de Moraes;55;0
04/09/2020;Trajano de Moraes;55;0
03/09/2020;Trajano de Moraes;55;0
02/09/2020;Trajano de Moraes;55;0
01/09/2020;Trajano de Moraes;55;0
31/08/2020;Trajano de Moraes;55;0
30/08/2020;Trajano de Moraes;56;0
29/08/2020;Trajano de Moraes;56;0
27/08/2020;Trajano de Moraes;55;0
26/08/2020;Trajano de Moraes;55;0
25/08/2020;Trajano de Moraes;55;0
24/08/2020;Trajano de Moraes;55;0
23/08/2020;Trajano de Moraes;55;0
22/08/2020;Trajano de Moraes;54;0
21/08/2020;Trajano de Moraes;53;0
20/08/2020;Trajano de Moraes;53;0
19/08/2020;Trajano de Moraes;51;0
18/08/2020;Trajano de Moraes;51;0
17/08/2020;Trajano de Moraes;51;0
16/08/2020;Trajano de Moraes;51;0
15/08/2020;Trajano de Moraes;50;0
14/08/2020;Trajano de Moraes;50;0
13/08/2020;Trajano de Moraes;50;0
12/08/2020;Trajano de Moraes;50;0
11/08/2020;Trajano de Moraes;49;0
10/08/2020;Trajano de Moraes;49;0
09/08/2020;Trajano de Moraes;49;0
08/08/2020;Trajano de Moraes;49;0
07/08/2020;Trajano de Moraes;49;0
06/08/2020;Trajano de Moraes;48;0
05/08/2020;Trajano de Moraes;47;0
04/08/2020;Trajano de Moraes;47;0
03/08/2020;Trajano de Moraes;47;0
02/08/2020;Trajano de Moraes;47;0
01/08/2020;Trajano de Moraes;47;0
31/07/2020;Trajano de Moraes;47;0
30/07/2020;Trajano de Moraes;47;0
29/07/2020;Trajano de Moraes;46;0
28/07/2020;Trajano de Moraes;46;0
27/07/2020;Trajano de Moraes;46;0
26/07/2020;Trajano de Moraes;46;0
25/07/2020;Trajano de Moraes;46;0
24/07/2020;Trajano de Moraes;46;0
23/07/2020;Trajano de Moraes;44;0
22/07/2020;Trajano de Moraes;44;0
21/07/2020;Trajano de Moraes;44;0
20/07/2020;Trajano de Moraes;45;0
19/07/2020;Trajano de Moraes;45;0
17/07/2020;Trajano de Moraes;41;0
16/07/2020;Trajano de Moraes;41;0
15/07/2020;Trajano de Moraes;41;0
14/07/2020;Trajano de Moraes;41;0
13/07/2020;Trajano de Moraes;41;0
12/07/2020;Trajano de Moraes;41;0
11/07/2020;Trajano de Moraes;41;0
10/07/2020;Trajano de Moraes;41;0
09/07/2020;Trajano de Moraes;41;0
08/07/2020;Trajano de Moraes;41;0
07/07/2020;Trajano de Moraes;41;0
06/07/2020;Trajano de Moraes;41;0
05/07/2020;Trajano de Moraes;38;0
04/07/2020;Trajano de Moraes;38;0
03/07/2020;Trajano de Moraes;38;0
02/07/2020;Trajano de Moraes;37;0
01/07/2020;Trajano de Moraes;36;0
30/06/2020;Trajano de Moraes;36;0
29/06/2020;Trajano de Moraes;36;0
28/06/2020;Trajano de Moraes;36;0
27/06/2020;Trajano de Moraes;34;0
26/06/2020;Trajano de Moraes;34;0
25/06/2020;Trajano de Moraes;34;0
24/06/2020;Trajano de Moraes;34;0
23/06/2020;Trajano de Moraes;33;0
22/06/2020;Trajano de Moraes;33;0
21/06/2020;Trajano de Moraes;33;0
20/06/2020;Trajano de Moraes;32;0
19/06/2020;Trajano de Moraes;32;0
18/06/2020;Trajano de Moraes;30;0
17/06/2020;Trajano de Moraes;30;0
16/06/2020;Trajano de Moraes;30;0
15/06/2020;Trajano de Moraes;30;0
14/06/2020;Trajano de Moraes;30;0
13/06/2020;Trajano de Moraes;20;0
12/06/2020;Trajano de Moraes;12;0
11/06/2020;Trajano de Moraes;7;0
10/06/2020;Trajano de Moraes;7;0
09/06/2020;Trajano de Moraes;7;0
08/06/2020;Trajano de Moraes;7;0
07/06/2020;Trajano de Moraes;7;0
06/06/2020;Trajano de Moraes;6;0
05/06/2020;Trajano de Moraes;3;0
04/06/2020;Trajano de Moraes;2;0
03/06/2020;Trajano de Moraes;0;0
02/06/2020;Trajano de Moraes;0;0
01/06/2020;Trajano de Moraes;0;0
31/05/2020;Trajano de Moraes;0;0
30/05/2020;Trajano de Moraes;0;0
29/05/2020;Trajano de Moraes;0;0
28/05/2020;Trajano de Moraes;0;0
27/05/2020;Trajano de Moraes;0;0
26/05/2020;Trajano de Moraes;0;0
25/05/2020;Trajano de Moraes;0;0
24/05/2020;Trajano de Moraes;0;0
23/05/2020;Trajano de Moraes;0;0
22/05/2020;Trajano de Moraes;0;0
21/05/2020;Trajano de Moraes;0;0
20/05/2020;Trajano de Moraes;0;0
19/05/2020;Trajano de Moraes;0;0
18/05/2020;Trajano de Moraes;2;1
17/05/2020;Trajano de Moraes;1;0
16/05/2020;Trajano de Moraes;1;0
15/05/2020;Trajano de Moraes;0;0
14/05/2020;Trajano de Moraes;0;0
13/05/2020;Trajano de Moraes;0;0
12/05/2020;Trajano de Moraes;0;0
11/05/2020;Trajano de Moraes;0;0
10/05/2020;Trajano de Moraes;0;0
09/05/2020;Trajano de Moraes;0;0
08/05/2020;Trajano de Moraes;0;0
07/05/2020;Trajano de Moraes;0;0
06/05/2020;Trajano de Moraes;0;0
05/05/2020;Trajano de Moraes;0;0
04/05/2020;Trajano de Moraes;0;0
03/05/2020;Trajano de Moraes;0;0
02/05/2020;Trajano de Moraes;0;0
01/05/2020;Trajano de Moraes;0;0
30/04/2020;Trajano de Moraes;0;0
29/04/2020;Trajano de Moraes;0;0
28/04/2020;Trajano de Moraes;0;0
27/04/2020;Trajano de Moraes;0;0
26/04/2020;Trajano de Moraes;0;0
25/04/2020;Trajano de Moraes;0;0
24/04/2020;Trajano de Moraes;0;0
23/04/2020;Trajano de Moraes;0;0
22/04/2020;Trajano de Moraes;0;0
21/04/2020;Trajano de Moraes;0;0
20/04/2020;Trajano de Moraes;0;0
19/04/2020;Trajano de Moraes;0;0
18/04/2020;Trajano de Moraes;0;0
17/04/2020;Trajano de Moraes;0;0
16/04/2020;Trajano de Moraes;0;0
15/04/2020;Trajano de Moraes;0;0
14/04/2020;Trajano de Moraes;0;0
13/04/2020;Trajano de Moraes;0;0
12/04/2020;Trajano de Moraes;0;0
11/04/2020;Trajano de Moraes;0;0
10/04/2020;Trajano de Moraes;0;0
09/04/2020;Trajano de Moraes;0;0
08/04/2020;Trajano de Moraes;0;0
07/04/2020;Trajano de Moraes;0;0
06/04/2020;Trajano de Moraes;0;0
05/04/2020;Trajano de Moraes;1;0
29/10/2020;Três Rios;3298;71
28/10/2020;Três Rios;3275;71
27/10/2020;Três Rios;3249;71
26/10/2020;Três Rios;3190;71
25/10/2020;Três Rios;3153;71
24/10/2020;Três Rios;3153;71
23/10/2020;Três Rios;3107;71
22/10/2020;Três Rios;3092;69
21/10/2020;Três Rios;3080;70
20/10/2020;Três Rios;3069;69
19/10/2020;Três Rios;3044;69
18/10/2020;Três Rios;3044;69
17/10/2020;Três Rios;3035;69
16/10/2020;Três Rios;3035;69
15/10/2020;Três Rios;3012;68
14/10/2020;Três Rios;3000;68
13/10/2020;Três Rios;2972;67
12/10/2020;Três Rios;2972;67
11/10/2020;Três Rios;2972;67
10/10/2020;Três Rios;2972;67
09/10/2020;Três Rios;2961;66
08/10/2020;Três Rios;2941;66
07/10/2020;Três Rios;2916;66
06/10/2020;Três Rios;2904;65
05/10/2020;Três Rios;2888;65
03/10/2020;Três Rios;2888;65
02/10/2020;Três Rios;2875;65
01/10/2020;Três Rios;2864;64
30/09/2020;Três Rios;2850;64
29/09/2020;Três Rios;2837;63
28/09/2020;Três Rios;2803;61
27/09/2020;Três Rios;2803;61
26/09/2020;Três Rios;2803;61
25/09/2020;Três Rios;2803;61
24/09/2020;Três Rios;2782;61
22/09/2020;Três Rios;2744;61
21/09/2020;Três Rios;2706;61
20/09/2020;Três Rios;2706;61
19/09/2020;Três Rios;2706;61
18/09/2020;Três Rios;2704;61
17/09/2020;Três Rios;2653;61
16/09/2020;Três Rios;2653;61
15/09/2020;Três Rios;2642;61
14/09/2020;Três Rios;2601;61
13/09/2020;Três Rios;2600;60
12/09/2020;Três Rios;2590;60
11/09/2020;Três Rios;2590;60
10/09/2020;Três Rios;2480;60
09/09/2020;Três Rios;2480;60
08/09/2020;Três Rios;2480;60
07/09/2020;Três Rios;2480;60
06/09/2020;Três Rios;2480;60
05/09/2020;Três Rios;2480;60
04/09/2020;Três Rios;2480;60
03/09/2020;Três Rios;2454;59
02/09/2020;Três Rios;2412;59
01/09/2020;Três Rios;2404;59
31/08/2020;Três Rios;2365;58
30/08/2020;Três Rios;2364;58
29/08/2020;Três Rios;2364;58
27/08/2020;Três Rios;2301;58
26/08/2020;Três Rios;2278;58
25/08/2020;Três Rios;2237;58
24/08/2020;Três Rios;2187;57
23/08/2020;Três Rios;2187;57
22/08/2020;Três Rios;2187;57
21/08/2020;Três Rios;2124;57
20/08/2020;Três Rios;2122;55
19/08/2020;Três Rios;2054;55
18/08/2020;Três Rios;2014;55
17/08/2020;Três Rios;1941;51
16/08/2020;Três Rios;1941;51
15/08/2020;Três Rios;1805;51
14/08/2020;Três Rios;1805;51
13/08/2020;Três Rios;1800;50
12/08/2020;Três Rios;1710;50
11/08/2020;Três Rios;1626;50
10/08/2020;Três Rios;1475;48
09/08/2020;Três Rios;1413;48
08/08/2020;Três Rios;1413;48
07/08/2020;Três Rios;1341;48
06/08/2020;Três Rios;1287;48
05/08/2020;Três Rios;1261;46
04/08/2020;Três Rios;1176;46
03/08/2020;Três Rios;1174;45
02/08/2020;Três Rios;1174;45
01/08/2020;Três Rios;1174;45
31/07/2020;Três Rios;1149;45
30/07/2020;Três Rios;1121;44
29/07/2020;Três Rios;1080;44
28/07/2020;Três Rios;1018;43
27/07/2020;Três Rios;962;43
26/07/2020;Três Rios;962;43
25/07/2020;Três Rios;962;43
24/07/2020;Três Rios;942;43
23/07/2020;Três Rios;900;43
22/07/2020;Três Rios;857;43
21/07/2020;Três Rios;829;41
20/07/2020;Três Rios;769;41
19/07/2020;Três Rios;752;41
17/07/2020;Três Rios;759;41
16/07/2020;Três Rios;690;41
15/07/2020;Três Rios;690;41
14/07/2020;Três Rios;689;41
13/07/2020;Três Rios;681;38
12/07/2020;Três Rios;661;38
11/07/2020;Três Rios;661;38
10/07/2020;Três Rios;661;38
09/07/2020;Três Rios;657;38
08/07/2020;Três Rios;625;35
07/07/2020;Três Rios;607;33
06/07/2020;Três Rios;581;33
05/07/2020;Três Rios;581;33
04/07/2020;Três Rios;581;33
03/07/2020;Três Rios;558;33
02/07/2020;Três Rios;532;33
01/07/2020;Três Rios;506;33
30/06/2020;Três Rios;442;18
29/06/2020;Três Rios;442;18
28/06/2020;Três Rios;442;18
27/06/2020;Três Rios;415;18
26/06/2020;Três Rios;415;18
25/06/2020;Três Rios;408;17
24/06/2020;Três Rios;381;15
23/06/2020;Três Rios;352;4
22/06/2020;Três Rios;327;4
21/06/2020;Três Rios;327;4
20/06/2020;Três Rios;325;4
19/06/2020;Três Rios;301;4
18/06/2020;Três Rios;276;4
17/06/2020;Três Rios;276;4
16/06/2020;Três Rios;250;4
15/06/2020;Três Rios;235;3
14/06/2020;Três Rios;235;3
13/06/2020;Três Rios;235;3
12/06/2020;Três Rios;271;2
11/06/2020;Três Rios;307;2
10/06/2020;Três Rios;342;1
09/06/2020;Três Rios;342;1
08/06/2020;Três Rios;342;1
07/06/2020;Três Rios;338;1
06/06/2020;Três Rios;334;1
05/06/2020;Três Rios;334;1
04/06/2020;Três Rios;328;1
03/06/2020;Três Rios;326;1
02/06/2020;Três Rios;326;1
01/06/2020;Três Rios;326;1
31/05/2020;Três Rios;326;1
30/05/2020;Três Rios;326;1
29/05/2020;Três Rios;168;1
28/05/2020;Três Rios;153;1
27/05/2020;Três Rios;153;1
26/05/2020;Três Rios;153;1
25/05/2020;Três Rios;153;1
24/05/2020;Três Rios;150;1
23/05/2020;Três Rios;83;1
22/05/2020;Três Rios;83;1
21/05/2020;Três Rios;83;1
20/05/2020;Três Rios;83;1
19/05/2020;Três Rios;83;1
18/05/2020;Três Rios;83;1
17/05/2020;Três Rios;42;1
16/05/2020;Três Rios;42;1
15/05/2020;Três Rios;42;1
14/05/2020;Três Rios;42;1
13/05/2020;Três Rios;42;1
12/05/2020;Três Rios;42;1
11/05/2020;Três Rios;30;1
10/05/2020;Três Rios;30;1
09/05/2020;Três Rios;42;1
08/05/2020;Três Rios;30;1
07/05/2020;Três Rios;30;1
06/05/2020;Três Rios;23;1
05/05/2020;Três Rios;22;0
04/05/2020;Três Rios;22;0
03/05/2020;Três Rios;22;0
02/05/2020;Três Rios;21;0
01/05/2020;Três Rios;20;0
30/04/2020;Três Rios;18;0
29/04/2020;Três Rios;18;0
28/04/2020;Três Rios;18;0
27/04/2020;Três Rios;8;0
26/04/2020;Três Rios;8;0
25/04/2020;Três Rios;8;0
24/04/2020;Três Rios;5;0
23/04/2020;Três Rios;5;0
22/04/2020;Três Rios;5;0
21/04/2020;Três Rios;5;0
20/04/2020;Três Rios;5;0
19/04/2020;Três Rios;5;0
18/04/2020;Três Rios;5;0
17/04/2020;Três Rios;5;0
16/04/2020;Três Rios;5;0
15/04/2020;Três Rios;5;0
14/04/2020;Três Rios;1;0
13/04/2020;Três Rios;1;0
12/04/2020;Três Rios;1;0
11/04/2020;Três Rios;1;0
10/04/2020;Três Rios;1;0
09/04/2020;Três Rios;1;0
08/04/2020;Três Rios;1;0
07/04/2020;Três Rios;1;0
06/04/2020;Três Rios;1;0
05/04/2020;Três Rios;1;0
04/04/2020;Três Rios;1;0
03/04/2020;Três Rios;1;0
